rooms,year_built,location,building_floor_num,garage,district,leasing,balcony,size_meters,door_type,apartment_floor_num,window_type,num_windows,floor_type
2 өрөө,1986,Сансар,5,Байхгүй,Баянзүрх,Лизинггүй,Тагтгүй,54.0,Төмөр,1,Вакум,3,Мод
2 өрөө,2019,Бусад,16,Байгаа,Хан-Уул,Хувь лизингтэй,1 тагттай,45.41,Бүргэд,16,Вакум,2,Паркет
1 өрөө,2013,14-р хороолол,17,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,35.0,Бүргэд,7,Вакум,1,Паркет
2 өрөө,2016,Сансар,6,Байхгүй,Баянзүрх,Лизинггүй,Тагтгүй,49.0,Бүргэд,6,Вакум,2,Паркет
3 өрөө,2019,Хүннү,12,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,76.0,Төмөр вакум,9,Вакум,4,Паркет
2 өрөө,2020,16-р хороолол,16,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,45.54,Бүргэд,15,Вакум,2,Паркет
4 өрөө,2015,5-р хороолол,5,Байгаа,Баянзүрх,Лизинггүй,2 тагттай,120.0,Төмөр,5,Мод,5,Паркет
1 өрөө,2019,16-р хороолол,16,Байхгүй,Баянзүрх,Хувь лизингтэй,1 тагттай,30.33,Бүргэд,13,Вакум,1,Паркет
2 өрөө,1998,19-р хороолол,9,Байхгүй,Сонгино Хайрхан,Лизинггүй,1 тагттай,40.0,Бүргэд,1,Вакум,2,Паркет
4 өрөө,1988,6-р бичил,9,Байхгүй,Баянгол,Лизинггүй,2 тагттай,83.5,Бүргэд,5,Вакум,5,Паркет
2 өрөө,1990,"3, 4 хороолол",9,Байхгүй,Баянгол,Лизинггүй,1 тагттай,40.0,Бүргэд,6,Вакум,2,Ламинат
2 өрөө,1993,5 шар,6,Байхгүй,Сонгино Хайрхан,Лизинггүй,1 тагттай,28.0,Бүргэд,1,Вакум,3,Паркет
2 өрөө,2011,Баянбүрд,10,Байхгүй,Чингэлтэй,Лизинггүй,2 тагттай,43.0,Бүргэд,10,Вакум,2,Паркет
3 өрөө,1994,1-р хороолол,9,Байхгүй,Сонгино Хайрхан,Банкны лизингтэй,1 тагттай,80.0,Бүргэд,1,Вакум,4,Мод
1 өрөө,2019,"3, 4 хороолол",12,Байхгүй,Баянгол,Лизинггүй,1 тагттай,37.26,Бүргэд,6,Вакум,2,Паркет
3 өрөө,1985,Бусад,9,Байхгүй,Чингэлтэй,Лизинггүй,1 тагттай,40.0,Бүргэд,6,Вакум,4,Паркет
4 өрөө,2007,Бусад,4,Байгаа,Хан-Уул,Лизинггүй,2 тагттай,137.61,Төмөр,2,Вакум,7,Паркет
1 өрөө,1989,"3, 4 хороолол",9,Байхгүй,Баянгол,Лизинггүй,1 тагттай,38.0,Бүргэд,2,Вакум,2,Паркет
3 өрөө,2019,Бусад,25,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,80.0,Төмөр,1,Вакум,4,Паркет
2 өрөө,2020,Баянмонгол хороолол,16,Байхгүй,Баянзүрх,Хувь лизингтэй,1 тагттай,55.1,Бүргэд,9,Вакум,2,Паркет
3 өрөө,1983,Төмөр зам,9,Байхгүй,Баянгол,Лизинггүй,2 тагттай,80.0,Төмөр,9,Мод,4,Мод
3 өрөө,2008,13-р хороолол,9,Байгаа,Баянзүрх,Лизинггүй,2 тагттай,95.0,Бүргэд,7,Вакум,5,Паркет
2 өрөө,2020,Бусад,16,Байгаа,Хан-Уул,Банкны лизингтэй,1 тагттай,58.0,Бүргэд,9,Вакум,2,Паркет
3 өрөө,1990,16-р хороолол,5,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,38.0,Бүргэд,1,Вакум,3,Паркет
3 өрөө,2017,Олимп хотхон,16,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,80.0,Бүргэд,5,Вакум,3,Паркет
3 өрөө,2015,16-р хороолол,15,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,55.0,Төмөр,9,Вакум,4,Паркет
3 өрөө,2019,Нэхмэлийн шар,16,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,75.0,Бүргэд,14,Вакум,3,Паркет
4 өрөө,2013,Оддын хороолол,9,Байгаа,Хан-Уул,Лизинггүй,1 тагттай,121.0,Бүргэд,4,Вакум,5,Паркет
2 өрөө,2020,Офицер,15,Байхгүй,Баянзүрх,Банкны лизингтэй,1 тагттай,41.0,Бүргэд,3,Вакум,2,Паркет
2 өрөө,2005,15-р хороолол,6,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,56.0,Бүргэд,5,Вакум,4,Паркет
4 өрөө,2019,Яармаг,5,Байхгүй,Хан-Уул,Лизинггүй,Тагтгүй,89.0,Бүргэд,1,Вакум,4,Паркет
3 өрөө,2018,Зайсан,12,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,102.0,Бүргэд,11,Вакум,3,Паркет
4 өрөө,2016,120 мянгат,15,Байгаа,Хан-Уул,Лизинггүй,2 тагттай,120.0,Бүргэд,3,Вакум,5,Ламинат
3 өрөө,2019,Бусад,15,Байхгүй,Баянзүрх,Хувь лизингтэй,1 тагттай,103.84,Төмөр вакум,9,Вакум,4,Паркет
3 өрөө,2019,Бусад,16,Байхгүй,Баянзүрх,Банкны лизингтэй,1 тагттай,89.94,Төмөр вакум,11,Төмөр вакум,4,Паркет
2 өрөө,2010,10-р хороолол,16,Байхгүй,Баянгол,Лизинггүй,1 тагттай,43.0,Бүргэд,2,Вакум,2,Паркет
2 өрөө,2020,Баянмонгол хороолол,15,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,54.0,Бүргэд,2,Вакум,3,Паркет
2 өрөө,2017,11-р хороолол,9,Байхгүй,Сүхбаатар,Хувь лизингтэй,1 тагттай,50.44,Бүргэд,3,Вакум,3,Паркет
2 өрөө,2016,Olympic village,12,Байхгүй,Баянзүрх,Банкны лизингтэй,1 тагттай,55.0,Бүргэд,12,Вакум,3,Паркет
3 өрөө,2017,Бусад,9,Байхгүй,Хан-Уул,Банкны лизингтэй,2 тагттай,92.0,Бүргэд,9,Вакум,6,Паркет
2 өрөө,2014,21-р хороолол,15,Байхгүй,Сонгино Хайрхан,Банкны лизингтэй,1 тагттай,42.68,Бүргэд,14,Вакум,2,Паркет
1 өрөө,1990,16-р хороолол,5,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,18.0,Вакум,3,Вакум,3,Паркет
4 өрөө,2013,13-р хороолол,15,Байхгүй,Баянзүрх,Лизинггүй,2 тагттай,165.0,Төмөр,5,Вакум,6,Паркет
2 өрөө,2019,220 мянгат,15,Байхгүй,Сүхбаатар,Лизинггүй,1 тагттай,64.0,Бүргэд,10,Вакум,2,Паркет
2 өрөө,2015,13-р хороолол,12,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,42.53,Мод,3,Вакум,2,Паркет
2 өрөө,2016,Бусад,15,Байхгүй,Баянзүрх,Банкны лизингтэй,1 тагттай,60.0,Төмөр,13,Вакум,2,Паркет
2 өрөө,2017,Олимп хотхон,16,Байхгүй,Баянзүрх,Лизинггүй,2 тагттай,57.0,Бүргэд,5,Вакум,4,Паркет
2 өрөө,2014,13-р хороолол,1,Байхгүй,Баянзүрх,Банкны лизингтэй,Тагтгүй,53.0,Төмөр,15,Вакум,2,Паркет
4 өрөө,2014,Олимп хотхон,12,Байгаа,Баянзүрх,Лизинггүй,1 тагттай,120.0,Бүргэд,5,Вакум,8,Паркет
3 өрөө,2020,Яармаг,9,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,84.0,Бүргэд,5,Вакум,3,Паркет
2 өрөө,2015,21-р хороолол,15,Байхгүй,Сонгино Хайрхан,Лизинггүй,1 тагттай,60.0,Бүргэд,10,Вакум,2,Паркет
3 өрөө,2019,Хүннү,23,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,70.0,Төмөр,21,Вакум,4,Паркет
3 өрөө,2019,Бусад,12,Байхгүй,Хан-Уул,Хувь лизингтэй,1 тагттай,66.2,Төмөр вакум,3,Вакум,4,Паркет
3 өрөө,2019,Бусад,16,Байхгүй,Баянзүрх,Лизинггүй,Тагтгүй,73.0,Бүргэд,2,Вакум,3,Паркет
1 өрөө,1984,"3, 4 хороолол",9,Байхгүй,Баянгол,Хувь лизингтэй,1 тагттай,18.0,Бүргэд,5,Вакум,2,Мод
2 өрөө,2019,Бусад,3,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,44.8,Бүргэд,3,Вакум,4,Паркет
2 өрөө,2018,Бусад,16,Байхгүй,Баянзүрх,Лизинггүй,Тагтгүй,50.0,Төмөр,1,Вакум,2,Паркет
1 өрөө,2014,16-р хороолол,12,Байхгүй,Баянзүрх,Банкны лизингтэй,1 тагттай,25.6,Бүргэд,12,Вакум,1,Паркет
2 өрөө,2009,"3, 4 хороолол",12,Байхгүй,Баянгол,Лизинггүй,1 тагттай,45.0,Бүргэд,10,Вакум,2,Паркет
2 өрөө,2011,Хос-Өргөө,12,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,56.35,Бүргэд,4,Вакум,4,Паркет
3 өрөө,1993,Бусад,6,Байхгүй,Сүхбаатар,Лизинггүй,2 тагттай,84.0,Төмөр,4,Вакум,7,Паркет
3 өрөө,2014,5 шар,15,Байхгүй,Сонгино Хайрхан,Лизинггүй,1 тагттай,40.0,Бүргэд,11,Вакум,3,Паркет
4 өрөө,2016,Хүннү,17,Байгаа,Хан-Уул,Лизинггүй,2 тагттай,118.0,Бүргэд,17,Вакум,5,Паркет
3 өрөө,2014,13-р хороолол,10,Байхгүй,Баянзүрх,Хувь лизингтэй,2 тагттай,91.3,Бүргэд,3,Вакум,5,Паркет
1 өрөө,2005,Сансар,6,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,40.0,Бүргэд,5,Вакум,1,Паркет
2 өрөө,1989,15-р хороолол,5,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,50.0,Бүргэд,2,Вакум,3,Паркет
2 өрөө,1995,16-р хороолол,5,Байгаа,Баянзүрх,Лизинггүй,1 тагттай,30.0,Бүргэд,1,Вакум,4,Паркет
2 өрөө,1990,Толгойт,5,Байхгүй,Сонгино Хайрхан,Хувь лизингтэй,2 тагттай,29.0,Бүргэд,3,Вакум,3,Цемент
2 өрөө,1988,"3, 4 хороолол",12,Байхгүй,Баянгол,Лизинггүй,2 тагттай,60.0,Төмөр,5,Вакум,4,Ламинат
2 өрөө,2012,Бусад,12,Байхгүй,Баянгол,Лизинггүй,Тагтгүй,59.0,Төмөр,10,Вакум,3,Паркет
1 өрөө,2015,Бусад,12,Байхгүй,Баянзүрх,Хувь лизингтэй,1 тагттай,45.7,Бүргэд,2,Вакум,2,Паркет
3 өрөө,2016,13-р хороолол,9,Байгаа,Баянзүрх,Лизинггүй,1 тагттай,70.0,Төмөр,3,Вакум,5,Паркет
2 өрөө,1987,"3, 4 хороолол",9,Байгаа,Баянгол,Лизинггүй,1 тагттай,60.0,Бүргэд,8,Вакум,4,Паркет
2 өрөө,2017,Баянмонгол хороолол,12,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,37.6,Төмөр,10,Вакум,2,Паркет
2 өрөө,2016,Бусад,12,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,60.0,Бүргэд,8,Вакум,3,Паркет
1 өрөө,2019,Бусад,12,Байхгүй,Сүхбаатар,Банкны лизингтэй,1 тагттай,34.0,Бүргэд,9,Вакум,2,Паркет
3 өрөө,1998,6-р бичил,9,Байгаа,Баянгол,Лизинггүй,2 тагттай,79.0,Бүргэд,3,Вакум,4,Паркет
2 өрөө,2020,16-р хороолол,16,Байхгүй,Баянзүрх,Хувь лизингтэй,1 тагттай,44.9,Бүргэд,6,Вакум,2,Паркет
1 өрөө,2008,10-р хороолол,16,Байгаа,Баянгол,Лизинггүй,1 тагттай,26.0,Вакум,16,Мод,1,Паркет
2 өрөө,1985,5-р хороолол,5,Байхгүй,Сүхбаатар,Лизинггүй,1 тагттай,48.0,Бүргэд,5,Вакум,3,Паркет
1 өрөө,2011,10-р хороолол,16,Байхгүй,Баянгол,Лизинггүй,1 тагттай,30.0,Бүргэд,15,Вакум,1,Паркет
2 өрөө,2019,19-р хороолол,16,Байгаа,Хан-Уул,Хувь лизингтэй,1 тагттай,53.6,Төмөр,12,Вакум,2,Паркет
1 өрөө,2019,Бусад,5,Байхгүй,Баянзүрх,Хувь лизингтэй,1 тагттай,28.0,Бүргэд,1,Вакум,2,Паркет
2 өрөө,2017,Зайсан,10,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,62.0,Бүргэд,1,Вакум,3,Паркет
2 өрөө,2008,Бага тойрог,6,Байхгүй,Сүхбаатар,Лизинггүй,1 тагттай,62.0,Төмөр,3,Вакум,4,Паркет
3 өрөө,2017,King Tower,9,Байхгүй,Хан-Уул,Банкны лизингтэй,Тагтгүй,105.0,Бүргэд,8,Вакум,5,Паркет
4 өрөө,1990,1-р хороолол,9,Байхгүй,Сонгино Хайрхан,Лизинггүй,1 тагттай,48.0,Бүргэд,9,Вакум,5,Ламинат
4 өрөө,2016,Бусад,16,Байхгүй,Сүхбаатар,Банкны лизингтэй,2 тагттай,139.0,Бүргэд,8,Вакум,8,Паркет
3 өрөө,2014,Бусад,17,Байхгүй,Баянзүрх,Банкны лизингтэй,1 тагттай,62.0,Бүргэд,10,Вакум,5,Паркет
4 өрөө,2008,Japan town,7,Байгаа,Хан-Уул,Лизинггүй,1 тагттай,104.0,Төмөр,5,Вакум,6,Паркет
2 өрөө,2012,Бусад,12,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,77.0,Бүргэд,11,Вакум,4,Паркет
2 өрөө,2006,6-р бичил,3,Байхгүй,Баянгол,Лизинггүй,1 тагттай,56.8,Бүргэд,1,Вакум,4,Паркет
2 өрөө,2016,Баянмонгол хороолол,12,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,54.6,Бүргэд,9,Вакум,3,Паркет
1 өрөө,2015,19-р хороолол,16,Байхгүй,Сонгино Хайрхан,Банкны лизингтэй,1 тагттай,39.0,Бүргэд,16,Вакум,3,Паркет
2 өрөө,1985,"40, 50 мянгат",4,Байхгүй,Чингэлтэй,Лизинггүй,1 тагттай,29.0,Бүргэд,2,Вакум,3,Паркет
2 өрөө,2020,Яармаг,14,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,51.32,Төмөр,9,Вакум,3,Паркет
3 өрөө,1995,13-р хороолол,9,Байхгүй,Баянзүрх,Лизинггүй,2 тагттай,47.0,Бүргэд,8,Мод,4,Паркет
2 өрөө,1995,15-р хороолол,9,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,45.0,Бүргэд,4,Вакум,4,Паркет
3 өрөө,2004,10-р хороолол,5,Байхгүй,Баянгол,Лизинггүй,1 тагттай,82.0,Мод,4,Вакум,4,Паркет
4 өрөө,2009,13-р хороолол,10,Байхгүй,Баянзүрх,Банкны лизингтэй,Тагтгүй,123.0,Вакум,7,Вакум,4,Паркет
2 өрөө,2011,13-р хороолол,12,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,54.0,Бүргэд,2,Вакум,3,Паркет
2 өрөө,1990,1-р хороолол,9,Байхгүй,Сонгино Хайрхан,Лизинггүй,1 тагттай,60.0,Бүргэд,7,Вакум,4,Паркет
1 өрөө,2015,15-р хороолол,13,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,29.5,Төмөр,6,Вакум,1,Паркет
2 өрөө,2020,Офицер,16,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,42.0,Төмөр,8,Вакум,2,Паркет
4 өрөө,2019,5-р хороолол,24,Байгаа,Сүхбаатар,Хувь лизингтэй,1 тагттай,110.9,Төмөр вакум,16,Төмөр вакум,4,Паркет
3 өрөө,2011,13-р хороолол,9,Байхгүй,Баянзүрх,Лизинггүй,2 тагттай,79.0,Төмөр,6,Вакум,3,Паркет
2 өрөө,2014,19-р хороолол,12,Байхгүй,Хан-Уул,Лизинггүй,Тагтгүй,46.0,Вакум,11,Вакум,2,Паркет
2 өрөө,2017,River stone,10,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,45.0,Төмөр,10,Вакум,3,Паркет
2 өрөө,2019,Viva city,12,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,60.6,Төмөр вакум,12,Вакум,2,Паркет
4 өрөө,2017,Олимп хотхон,12,Байхгүй,Хан-Уул,Банкны лизингтэй,1 тагттай,106.0,Төмөр,6,Вакум,4,Паркет
2 өрөө,2009,Зүүн 4 зам,12,Байхгүй,Баянзүрх,Лизинггүй,Тагтгүй,60.0,Бүргэд,5,Вакум,3,Паркет
2 өрөө,2018,Нисэх,12,Байгаа,Хан-Уул,Хувь лизингтэй,1 тагттай,42.8,Төмөр,7,Вакум,2,Паркет
3 өрөө,2016,River Garden,6,Байгаа,Хан-Уул,Лизинггүй,1 тагттай,118.0,Бүргэд,4,Вакум,4,Паркет
2 өрөө,1980,16-р хороолол,6,Байхгүй,Баянзүрх,Лизинггүй,Тагтгүй,42.5,Бүргэд,6,Вакум,3,Паркет
5+ өрөө,2008,11-р хороолол,2,Байгаа,Баянзүрх,Лизинггүй,2 тагттай,150.0,Бүргэд,10,Вакум,4,Паркет
3 өрөө,2017,Бусад,12,Байгаа,Баянгол,Лизинггүй,1 тагттай,51.0,Бүргэд,4,Вакум,3,Паркет
1 өрөө,1985,5 шар,1,Байхгүй,Сонгино Хайрхан,Лизинггүй,1 тагттай,18.0,Бүргэд,1,Вакум,3,Мод
2 өрөө,2019,Яармаг,12,Байгаа,Хан-Уул,Банкны лизингтэй,1 тагттай,55.0,Бүргэд,4,Вакум,2,Паркет
2 өрөө,2009,100 айл,5,Байхгүй,Сүхбаатар,Банкны лизингтэй,2 тагттай,51.0,Төмөр,3,Вакум,4,Паркет
2 өрөө,2009,Сансар,6,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,53.0,Бүргэд,2,Вакум,3,Паркет
2 өрөө,1985,1-р хороолол,9,Байгаа,Сонгино Хайрхан,Лизинггүй,2 тагттай,54.0,Бүргэд,5,Вакум,3,Паркет
2 өрөө,2013,13-р хороолол,12,Байхгүй,Баянзүрх,Лизинггүй,2 тагттай,65.0,Бүргэд,6,Вакум,4,Паркет
4 өрөө,2010,Зайсан,5,Байгаа,Хан-Уул,Лизинггүй,2 тагттай,180.0,Бүргэд,4,Модон вакум,8,Паркет
5+ өрөө,2011,Төмөр зам,10,Байгаа,Баянгол,Банкны лизингтэй,2 тагттай,170.0,Төмөр,10,Төмөр вакум,6,Мод
3 өрөө,2017,14-р хороолол,10,Байхгүй,Баянзүрх,Хувь лизингтэй,2 тагттай,76.0,Бүргэд,4,Вакум,3,Паркет
2 өрөө,2020,Яармаг,13,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,49.83,Бүргэд,4,Вакум,3,Паркет
4 өрөө,2018,Зайсан,6,Байгаа,Хан-Уул,Лизинггүй,1 тагттай,148.0,Төмөр,1,Вакум,8,Паркет
4 өрөө,1995,"40, 50 мянгат",5,Байхгүй,Чингэлтэй,Лизинггүй,1 тагттай,46.0,Бүргэд,2,Вакум,4,Паркет
4 өрөө,2019,Яармаг,10,Байхгүй,Хан-Уул,Хувь лизингтэй,1 тагттай,145.0,Төмөр,3,Вакум,7,Паркет
2 өрөө,2020,Нисэх,12,Байхгүй,Хан-Уул,Хувь лизингтэй,1 тагттай,54.12,Бүргэд,10,Вакум,2,Паркет
3 өрөө,2008,"3, 4 хороолол",5,Байхгүй,Баянгол,Лизинггүй,1 тагттай,66.0,Бүргэд,2,Вакум,4,Паркет
2 өрөө,2020,Яармаг,12,Байхгүй,Хан-Уул,Банкны лизингтэй,1 тагттай,57.0,Бүргэд,12,Вакум,2,Паркет
2 өрөө,2018,5-р хороолол,16,Байхгүй,Сүхбаатар,Лизинггүй,1 тагттай,53.28,Төмөр,10,Вакум,2,Паркет
2 өрөө,2015,16-р хороолол,6,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,56.0,Бүргэд,1,Вакум,2,Цемент
2 өрөө,2010,Зүүн 4 зам,12,Байгаа,Баянзүрх,Лизинггүй,1 тагттай,84.0,Төмөр,9,Вакум,4,Паркет
4 өрөө,2012,Бусад,16,Байгаа,Сүхбаатар,Лизинггүй,2 тагттай,130.0,Бүргэд,7,Вакум,5,Паркет
2 өрөө,2016,Яармаг,9,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,49.0,Бүргэд,4,Вакум,2,Паркет
2 өрөө,2018,2 - 7 буудал,16,Байгаа,Сүхбаатар,Банкны лизингтэй,1 тагттай,41.5,Бүргэд,5,Төмөр вакум,2,Ламинат
3 өрөө,2013,Viva city,5,Байхгүй,Хан-Уул,Банкны лизингтэй,Тагтгүй,80.0,Төмөр,4,Вакум,4,Паркет
2 өрөө,2013,River stone,10,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,52.2,Төмөр,4,Вакум,2,Ламинат
3 өрөө,2017,Зүүн 4 зам,15,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,88.0,Бүргэд,7,Вакум,5,Паркет
1 өрөө,2010,5 шар,7,Байхгүй,Сонгино Хайрхан,Лизинггүй,1 тагттай,35.0,Бүргэд,3,Вакум,2,Паркет
2 өрөө,2008,16-р хороолол,12,Байхгүй,Баянзүрх,Банкны лизингтэй,1 тагттай,50.0,Бүргэд,1,Вакум,2,Паркет
2 өрөө,2017,Дөлгөөн нуур,16,Байхгүй,Сүхбаатар,Банкны лизингтэй,1 тагттай,41.9,Бүргэд,11,Вакум,2,Паркет
3 өрөө,2010,120 мянгат,9,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,101.0,Бүргэд,2,Вакум,4,Паркет
2 өрөө,2019,Бусад,12,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,47.3,Бүргэд,6,Вакум,2,Паркет
2 өрөө,2017,Баруун 4 зам,14,Байхгүй,Баянгол,Лизинггүй,1 тагттай,41.0,Бүргэд,13,Вакум,3,Паркет
2 өрөө,2012,5-р хороолол,12,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,66.0,Бүргэд,8,Вакум,3,Паркет
2 өрөө,2012,Зайсан,6,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,70.0,Төмөр,6,Вакум,3,Паркет
4 өрөө,2019,Бусад,16,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,102.0,Бүргэд,7,Вакум,3,Паркет
2 өрөө,2020,Яармаг,13,Байгаа,Хан-Уул,Лизинггүй,1 тагттай,45.93,Бүргэд,8,Вакум,2,Паркет
3 өрөө,2017,Зүүн 4 зам,16,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,67.0,Бүргэд,2,Вакум,3,Паркет
2 өрөө,2011,Төмөр зам,6,Байхгүй,Баянгол,Банкны лизингтэй,1 тагттай,54.0,Бүргэд,5,Вакум,3,Паркет
1 өрөө,2017,15-р хороолол,9,Байгаа,Баянзүрх,Лизинггүй,1 тагттай,30.0,Бүргэд,8,Вакум,2,Паркет
3 өрөө,2011,Bella Vista,12,Байгаа,Хан-Уул,Банкны лизингтэй,2 тагттай,153.59,Бүргэд,2,Вакум,6,Паркет
4 өрөө,2015,Зайсан,12,Байхгүй,Хан-Уул,Хувь лизингтэй,2 тагттай,167.0,Бүргэд,5,Вакум,6,Паркет
2 өрөө,2005,"3, 4 хороолол",6,Байхгүй,Баянгол,Лизинггүй,1 тагттай,43.0,Бүргэд,4,Вакум,2,Паркет
1 өрөө,2019,Офицер,16,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,29.63,Төмөр вакум,5,Вакум,1,Паркет
3 өрөө,2019,14-р хороолол,15,Байгаа,Баянзүрх,Лизинггүй,1 тагттай,66.0,Бүргэд,3,Вакум,3,Паркет
2 өрөө,1989,"3, 4 хороолол",5,Байхгүй,Баянгол,Лизинггүй,1 тагттай,54.0,Бүргэд,1,Вакум,4,Паркет
1 өрөө,2009,10-р хороолол,12,Байхгүй,Баянгол,Банкны лизингтэй,1 тагттай,28.0,Бүргэд,10,Вакум,1,Паркет
2 өрөө,1985,5-р хороолол,9,Байхгүй,Сүхбаатар,Лизинггүй,1 тагттай,60.0,Бүргэд,9,Вакум,3,Паркет
3 өрөө,2015,Цэлмэг хотхон,12,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,68.0,Бүргэд,3,Вакум,4,Паркет
2 өрөө,1980,16-р хороолол,5,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,29.0,Бүргэд,3,Вакум,4,Паркет
2 өрөө,2012,"3, 4 хороолол",13,Байхгүй,Баянгол,Лизинггүй,1 тагттай,38.8,Бүргэд,8,Вакум,2,Паркет
2 өрөө,2015,Сансар,12,Байхгүй,Баянзүрх,Лизинггүй,2 тагттай,43.0,Бүргэд,2,Вакум,2,Паркет
3 өрөө,1993,Бусад,12,Байхгүй,Баянзүрх,Банкны лизингтэй,1 тагттай,80.0,Бүргэд,8,Вакум,4,Паркет
3 өрөө,2016,Бусад,12,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,67.48,Бүргэд,4,Модон вакум,5,Паркет
2 өрөө,2020,Яармаг,12,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,52.5,Төмөр,2,Вакум,2,Паркет
3 өрөө,2020,Нарны хороолол,23,Байхгүй,Баянгол,Лизинггүй,1 тагттай,79.98,Бүргэд,16,Вакум,4,Паркет
3 өрөө,2017,13-р хороолол,16,Байхгүй,Баянзүрх,Лизинггүй,Тагтгүй,61.0,Бүргэд,8,Вакум,4,Паркет
3 өрөө,2020,Хүннү,8,Байхгүй,Хан-Уул,Лизинггүй,2 тагттай,77.0,Мод,8,Вакум,3,Паркет
2 өрөө,2020,Яармаг,3,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,54.98,Бүргэд,16,Вакум,3,Паркет
2 өрөө,2020,Дөлгөөн нуур,16,Байхгүй,Сүхбаатар,Лизинггүй,1 тагттай,49.0,Төмөр,12,Вакум,2,Паркет
2 өрөө,2020,Яармаг,13,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,59.0,Төмөр,12,Вакум,3,Паркет
2 өрөө,2018,5-р хороолол,13,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,41.0,Бүргэд,8,Вакум,3,Паркет
2 өрөө,2012,Яармаг,6,Байхгүй,Хан-Уул,Хувь лизингтэй,Тагтгүй,30.3,Бүргэд,5,Вакум,2,Паркет
3 өрөө,2020,13-р хороолол,10,Байгаа,Баянзүрх,Лизинггүй,1 тагттай,88.0,Бүргэд,9,Вакум,5,Паркет
3 өрөө,1990,6-р бичил,6,Байхгүй,Баянгол,Банкны лизингтэй,1 тагттай,32.0,Бүргэд,1,Вакум,3,Цемент
2 өрөө,2015,14-р хороолол,17,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,61.6,Бүргэд,14,Вакум,2,Паркет
2 өрөө,2014,Баянмонгол хороолол,10,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,75.0,Бүргэд,10,Вакум,3,Паркет
2 өрөө,2010,Их Монгол хороолол,10,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,47.0,Бүргэд,7,Вакум,2,Паркет
3 өрөө,2016,Офицер,15,Байгаа,Баянзүрх,Лизинггүй,Тагтгүй,86.0,Бүргэд,4,Вакум,3,Паркет
3 өрөө,2019,13-р хороолол,12,Байхгүй,Баянзүрх,Лизинггүй,1 тагттай,63.0,Бүргэд,8,Вакум,3,Паркет
1 өрөө,1980,19-р хороолол,5,Байхгүй,Хан-Уул,Лизинггүй,1 тагттай,30.0,Бүргэд,3,Вакум,2,Мод
